yr_cde	crs_cde	trm_cde	room_cde	monday_cde	tuesday_cde	wednesday_cde	thursday_cde	friday_cde	saturday_cde	sunday_cde	begin_tim	end_tim
2024	PHY  1110 111	S2	L305	M		W		F			8:00 AM	8:50 AM
2024	PHY  1110 112	S2	L305	M		W		F			8:00 AM	8:50 AM
2024	PHY  1110 121	S2	CC46	M	T		R				9:00 AM	9:50 AM
2024	PHY  1110 122	S2	CC46	M	T		R				9:00 AM	9:50 AM
2024	PHY  1110 131	S2	S262	M		W		F			10:00 AM	10:50 AM
2024	PHY  1110 132	S2	S262	M		W		F			10:00 AM	10:50 AM
2024	PHY  1110 141	S2	S207	M	T		R				11:00 AM	11:50 AM
2024	PHY  1110 142	S2	S207	M	T		R				11:00 AM	11:50 AM
2024	PHY  1110 151	S2	CC244	M		W		F			1:00 PM	1:50 PM
2024	PHY  1110 152	S2	CC244	M		W		F			1:00 PM	1:50 PM
2024	PHY  1110 161	S2	S262	M	T		R				2:00 PM	2:50 PM
2024	PHY  1110 162	S2	S262	M	T		R				2:00 PM	2:50 PM
2024	PHY  1110 171	S2	S207	M	T			F			3:00 PM	3:50 PM
2024	PHY  1110 172	S2	S207	M	T			F			3:00 PM	3:50 PM
2024	PHY  1110 181	S2	S210	M		W	R				4:00 PM	4:50 PM
2024	PHY  1110 185	S2	KH212		T		R	F			1:00 PM	1:50 PM
2024	PHY  1110 186	S2	KH212		T		R	F			1:00 PM	1:50 PM
2024	PHY  1110 191	S2	S206	M		W					5:00 PM	6:15 PM
2024	PHY  1110 192	S2	S206	M		W					5:00 PM	6:15 PM
2024	PHY  1110 195	S2	S206		T		R				5:00 PM	6:15 PM
2024	PHY  1110 196	S2	S206		T		R				5:00 PM	6:15 PM
2024	PHY  1120 111	S2	S262	M	T			F			8:00 AM	8:50 AM
2024	PHY  1120 112	S2	S262	M	T			F			8:00 AM	8:50 AM
2024	PHY  1120 121	S2	CC244	M		W	R				9:00 AM	9:50 AM
2024	PHY  1120 122	S2	CC244	M		W	R				9:00 AM	9:50 AM
2024	PHY  1120 131	S2	S262	M	T			F			11:00 AM	11:50 AM
2024	PHY  1120 132	S2	S262	M	T			F			11:00 AM	11:50 AM
2024	PHY  1120 141	S2	S262	M		W	R				1:00 PM	1:50 PM
2024	PHY  1120 142	S2	S262	M		W	R				1:00 PM	1:50 PM
2024	PHY  1120 151	S2	S341	M	T			F			2:00 PM	2:50 PM
2024	PHY  1120 152	S2	S341	M	T			F			2:00 PM	2:50 PM
2024	PHY  1120 161	S2	S262	M			R	F			3:00 PM	3:50 PM
2024	PHY  1120 162	S2	S262	M			R	F			3:00 PM	3:50 PM
2024	PHY  1120 171	S2	CC46	M	T	W					11:00 AM	11:50 AM
2024	PHY  1120 172	S2	CC46	M	T	W					11:00 AM	11:50 AM
2024	PHY  1120 181	S2	S262	M	T			F			9:00 AM	9:50 AM
2024	PHY  3700 121	S2	S243	M	T	W					9:00 AM	9:50 AM
2024	PHY  3700 122	S2	S243	M	T	W					9:00 AM	9:50 AM
2024	PHY  3700 131	S2	S243	M			R	F			10:00 AM	10:50 AM
2024	PHY  3700 132	S2	S243	M			R	F			10:00 AM	10:50 AM
2024	PHY  3700 141	S2	R202	M	T			F			11:00 AM	11:50 AM
2024	PHY  3700 151	S2	S341	M		W	R				1:00 PM	1:50 PM
2024	PHY  3700 152	S2	S341	M		W	R				1:00 PM	1:50 PM
2024	PHY  3700 161	S2	S243	M	T			F			2:00 PM	2:50 PM
2024	PHY  3700 162	S2	S243	M	T			F			2:00 PM	2:50 PM
2024	PHY  3700 171	S2	S243	M	T			F			3:00 PM	3:50 PM
2024	PHY  3700 172	S2	S243	M	T			F			3:00 PM	3:50 PM
2024	PSC  2010 001	S2	CC11	M		W		F			8:00 AM	8:50 AM
2024	PSC  2010 002	S2	GM308	M	T		R				11:00 AM	11:50 AM
2024	PSC  2015 001	S2	CC09		T	W		F			2:00 PM	2:50 PM
2024	PSC  2015 002	S2	CC62	M		W	R				4:00 PM	4:50 PM
2024	PSY  1001 001	S2	CC45	M		W	R				3:00 PM	3:50 PM
2024	PSY  1001 002	S2	CC121	M		W					5:00 PM	6:15 PM
2024	PSY  2002 001	S2	ONLN	M		W		F			8:00 AM	8:50 AM
2024	PSY  2002 002	S2	ONLN		T	W		F			11:00 AM	11:50 AM
2024	PSY  2003 001	S2	CC45	M	T		R				4:00 PM	4:50 PM
2024	PSY  2003 002	S2	CC121		T		R				5:00 PM	6:15 PM
2024	PSY  2003 301	S2	ONLN	M							9:00 AM	9:50 AM
2024	PSY  2003 302	S2	ONLN	M							12:00 PM	12:50 PM
2024	PSY  2006 001	S2	CC53	M			R	F			11:00 AM	11:50 AM
2024	PSY  2006 002	S2	GM02	M			R	F			1:00 PM	1:50 PM
2024	PSY  2010 001	S2	CC51	M	T		R				2:00 PM	2:50 PM
2024	PSY  2010 002	S2	CC47		T		R	F			3:00 PM	3:50 PM
2024	PSY  3003 001	S2	CC51	M			R	F			10:00 AM	10:50 AM
2024	PSY  3003 002	S2	VT168	M			R	F			3:00 PM	3:50 PM
2024	PSY  3004 001	S2	CC244	M			R	F			10:00 AM	10:50 AM
2024	PSY  3004 002	S2	GM206	M	T		R				1:00 PM	1:50 PM
2024	SCI  3610 001	S2	CC48	M		W		F			8:00 AM	8:50 AM
2024	SOC  1001 001	S2	GM206	M		W		F			12:00 PM	12:50 PM
2024	SOC  1001 002	S2	GM206		T		R	F			2:00 PM	2:50 PM
2024	SOC  4001 001	S2	S325		T		R	F			1:00 PM	1:50 PM
2024	SPN  2001 111	S2	CC70	M		W	R				4:00 PM	4:50 PM
2024	SPN  4980 001	S2	CC70		T		R				5:00 PM	6:15 PM
2024	SWE  2410 111	S2	DH210	M	T		R				11:00 AM	11:50 AM
2024	SWE  2410 121	S2	DH210	M			R	F			1:00 PM	1:50 PM
2024	SWE  2710 111	S2	DH445	M	T		R				8:00 AM	8:50 AM
2024	SWE  2710 121	S2	DH445	M		W		F			9:00 AM	9:50 AM
2024	SWE  2710 131	S2	DH445	M		W		F			2:00 PM	2:50 PM
2024	SWE  2710 141	S2	DH445	M	T		R				3:00 PM	4:50 PM
2024	SWE  2721 111	S2	DH129	M		W		F			8:00 AM	8:50 AM
2024	SWE  2721 121	S2	DH229	M		W	R				4:00 PM	4:50 PM
2024	SWE  3710 111	S2	DH442	M		W					8:00 AM	9:50 AM
2024	SWE  3710 121	S2	DH442		T		R				10:00 AM	11:50 AM
2024	SWE  3720 111	S2	DH442	M		W					8:00 AM	9:50 AM
2024	SWE  3720 121	S2	DH442		T		R				10:00 AM	11:50 AM
2024	SWE  4902 001	S2	DH340									
2024	SWE  4902 002	S2	DH340									
2024	SWE  4902 003	S2	DH340									
2024	SWE  4902 004	S2	DH340									
2024	SWE  4902 005	S2	DH340									
2024	SWE  4902 006	S2	DH340									
2024	SWE  4902 007	S2	DH340									
2024	SWE  4902 008	S2	DH340	M		W					5:00 PM	6:50 PM
2024	SWE  4981 111	S2	DH323	M			R	F			2:00 PM	2:50 PM
2024	TCM  1020 001	S2	GM308	M		W		F			10:00 AM	10:50 AM
2024	TCM  2020 801	S2	VT166		T		R	F			3:00 PM	3:50 PM
2024	TCM  3020 001	S2	CC70	M		W		F			12:00 PM	12:50 PM
2024	TCM  3020 002	S2	VT168	M		W		F			2:00 PM	2:50 PM
2024	UXD  1001 001	S2	VT168		T	W		F			10:00 AM	10:50 AM
2024	UXD  1001 002	S2	S210		T		R	F			1:00 PM	1:50 PM
2024	UXD  1030 001	S2	VT168		T		R	F			9:00 AM	9:50 AM
2024	UXD  1040 801	S2	CC202	M		W		F			2:00 PM	2:50 PM
2024	UXD  2020 001	S2	DH110	M		W					6:30 PM	7:45 PM
2024	UXD  2030 001	S2	DH338	M		W	R				11:00 AM	11:50 AM
2024	UXD  2040 001	S2	DH229	M		W		F			2:00 PM	2:50 PM
2024	UXD  2050 001	S2	DH129	M		W					5:00 PM	6:15 PM
2024	UXD  3030 001	S2	DH110	M		W		F			10:00 AM	10:50 AM
2024	UXD  3040 001	S2	CC153	M		W	R				2:00 PM	2:50 PM
2024	UXD  3050 001	S2	DH229		T		R				5:00 PM	6:15 PM
2024	UXD  3060 801	S2	CC202	M		W		F			3:00 PM	3:50 PM
2024	UXD  4030 001	S2	VT168	M		W		F			4:00 PM	4:50 PM
